index,Age,Gender,Height (cm),Weight (lbs),Goal,Workout Plan,Experience Level,Weight Loss (lbs),Frequency days/week,Workout Type,Age Group,Weight Group,Weight Loss Scale,Cluster
183,40,Male,196,80.59,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 31-40,80-100,0,11
184,42,Male,194,173.05,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,34,4,Split,Ages 41-50,161-180,25-35,1
185,38,Male,179,193.47,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,25,3,Full Body,Ages 31-40,180-200,25-35,8
186,39,Male,168,194.04,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 31-40,180-200,0,1
187,28,Male,185,180.41,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,21,5,Split,Ages 18-30,161-180,15-25,11
188,35,Male,188,186.21,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 31-40,180-200,0,1
189,35,Male,154,88.94,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 31-40,80-100,0,12
190,39,Male,174,102.4,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,29,4,Split,Ages 31-40,101-120,25-35,10
191,34,Male,175,107.83,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,10,3,Full Body,Ages 31-40,101-120,5-15,3
192,43,Male,178,98.38,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 41-50,80-100,0,1
193,50,Male,181,82.57,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,13,5,Split,Ages 41-50,80-100,5-15,1
194,35,Male,196,90.75,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,45,3,Full Body,Ages 31-40,80-100,45-50,3
195,50,Male,180,114.91,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 41-50,101-120,0,1
196,53,Male,198,105.32,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 51-60,101-120,0,8
197,59,Male,181,194.48,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,33,4,Full Body,Ages 51-60,180-200,25-35,7
198,56,Male,193,202.75,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,12,5,Split,Ages 51-60,200+,5-15,12
199,55,Male,179,183.47,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 51-60,180-200,0,10
200,47,Male,183,206.4,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,28,2,Full Body,Ages 41-50,200+,25-35,8
201,54,Male,191,139.32,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 51-60,121-140,0,7
202,48,Male,164,100.75,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 41-50,80-100,0,1
203,25,Male,193,132.99,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,11,5,Split,Ages 18-30,121-140,5-15,12
204,45,Male,165,102.49,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 41-50,101-120,0,1
205,53,Male,152,167.51,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 51-60,161-180,0,7
206,28,Male,189,82.86,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,8,3,Full Body,Ages 18-30,80-100,5-15,3
207,47,Male,190,178.41,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 41-50,161-180,0,8
208,43,Male,161,110.96,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,5,5,Split,Ages 41-50,101-120,5-15,1
209,48,Male,200,89.73,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 41-50,80-100,0,11
210,29,Male,166,188.96,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 18-30,180-200,0,1
211,20,Male,180,98.71,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,22,5,Split,Ages 18-30,80-100,15-25,1
212,43,Male,190,176.32,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 41-50,161-180,0,1
213,49,Male,179,169.12,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,20,3,Full Body,Ages 41-50,161-180,15-25,8
214,23,Male,165,115.98,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 18-30,101-120,0,1
215,53,Male,172,180.91,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 51-60,161-180,0,1
216,43,Male,185,86.95,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 41-50,80-100,0,7
217,38,Male,181,177.24,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,7,6,Split,Ages 31-40,161-180,5-15,12
218,42,Male,181,203.04,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 41-50,200+,0,10
219,21,Male,165,132.94,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,12,4,Split,Ages 18-30,121-140,5-15,1
220,52,Male,177,176.67,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,13,5,Split,Ages 51-60,161-180,5-15,1
221,21,Male,154,161.35,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,16,6,Split,Ages 18-30,161-180,15-25,12
222,43,Male,174,141.24,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,18,4,Split,Ages 41-50,141-160,15-25,1
223,34,Male,164,142.2,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 31-40,141-160,0,7
224,60,Male,177,192.06,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 51-60,180-200,0,12
225,37,Male,172,125.69,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 31-40,121-140,0,12
226,19,Male,155,94.5,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 18-30,80-100,0,1
227,45,Male,163,197.8,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 41-50,180-200,0,3
228,20,Male,156,131.67,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,12,4,Split,Ages 18-30,121-140,5-15,10
229,58,Male,183,90.65,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 51-60,80-100,0,1
230,55,Male,169,110.41,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,50,2,Full Body,Ages 51-60,101-120,45-50,8
231,44,Male,180,136.67,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 41-50,121-140,0,1
232,46,Male,183,127.05,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,44,5,Split,Ages 41-50,121-140,35-45,12
233,50,Male,156,195.7,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,19,4,Split,Ages 41-50,180-200,15-25,1
234,36,Male,152,190.2,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 31-40,180-200,0,12
235,31,Male,175,162.19,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 31-40,161-180,0,7
236,43,Male,155,144.32,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,40,6,Split,Ages 41-50,141-160,35-45,12
237,57,Male,192,193.24,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 51-60,180-200,0,11
238,25,Male,169,134.65,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,39,3,Full Body,Ages 18-30,121-140,35-45,3
239,46,Male,161,92.75,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,39,2,Full Body,Ages 41-50,80-100,35-45,8
240,37,Male,197,135.62,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,19,4,Split,Ages 31-40,121-140,15-25,10
241,25,Male,188,183.45,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 18-30,180-200,0,7
242,52,Male,177,90.35,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 51-60,80-100,0,11
243,59,Male,156,93.75,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,30,4,Split,Ages 51-60,80-100,25-35,1
244,35,Male,190,124.54,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,42,4,Split,Ages 31-40,121-140,35-45,1
245,38,Male,171,88.57,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,18,4,Split,Ages 31-40,80-100,15-25,10
246,59,Male,166,172.08,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 51-60,161-180,0,1
247,44,Male,181,179.69,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 41-50,161-180,0,1
248,46,Male,184,181.44,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,12,4,Full Body,Ages 41-50,180-200,5-15,7
249,27,Male,181,180.5,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 18-30,161-180,0,11
250,30,Male,199,134.0,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,25,4,Split,Ages 18-30,121-140,25-35,1
251,30,Male,169,188.76,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 18-30,180-200,0,1
252,20,Male,176,104.0,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,5,5,Split,Ages 18-30,101-120,5-15,1
253,32,Male,170,160.69,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 31-40,141-160,0,1
254,58,Male,162,150.8,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 51-60,141-160,0,1
255,19,Male,186,139.86,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,45,4,Split,Ages 18-30,121-140,45-50,10
256,29,Male,198,167.67,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,15,5,Split,Ages 18-30,161-180,15-25,12
257,33,Male,166,89.93,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,37,6,Split,Ages 31-40,80-100,35-45,12
258,58,Male,190,145.63,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,49,4,Split,Ages 51-60,141-160,45-50,10
259,29,Male,170,155.84,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,45,5,Split,Ages 18-30,141-160,45-50,12
260,58,Male,163,116.75,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 51-60,101-120,0,8
261,24,Male,155,93.37,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 18-30,80-100,0,1
262,27,Male,167,114.87,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,6,5,Split,Ages 18-30,101-120,5-15,11
263,22,Male,156,183.43,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 18-30,180-200,0,3
264,53,Male,151,135.15,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,39,4,Split,Ages 51-60,121-140,35-45,1
265,54,Male,180,85.7,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,32,5,Split,Ages 51-60,80-100,25-35,12
266,50,Male,157,165.6,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,28,4,Split,Ages 41-50,161-180,25-35,10
267,50,Male,195,183.83,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 41-50,180-200,0,1
268,43,Male,161,155.55,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,39,5,Split,Ages 41-50,141-160,35-45,12
269,31,Male,166,151.51,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,16,4,Full Body,Ages 31-40,141-160,15-25,7
270,27,Male,199,209.74,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,19,4,Split,Ages 18-30,200+,15-25,1
271,50,Male,177,178.84,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 41-50,161-180,0,12
272,45,Male,189,142.78,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,0,5,Split,Ages 41-50,141-160,0,12
273,32,Male,154,112.9,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 31-40,101-120,0,1
274,51,Male,195,122.02,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 51-60,121-140,0,1
275,53,Male,178,185.45,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 51-60,180-200,0,8
276,36,Male,161,86.7,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,23,6,Split,Ages 31-40,80-100,15-25,12
277,25,Male,200,192.74,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,41,3,Full Body,Ages 18-30,180-200,35-45,3
278,36,Male,157,121.95,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,44,5,Split,Ages 31-40,121-140,35-45,12
279,39,Male,195,128.07,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,11,5,Split,Ages 31-40,121-140,5-15,12
280,48,Male,183,131.23,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 41-50,121-140,0,1
281,36,Male,194,114.24,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,20,4,Full Body,Ages 31-40,101-120,15-25,7
282,58,Male,198,110.77,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 51-60,101-120,0,1
283,28,Male,169,104.11,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 18-30,101-120,0,1
284,59,Male,174,144.91,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 51-60,141-160,0,1
285,30,Male,183,195.55,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,42,4,Full Body,Ages 18-30,180-200,35-45,7
286,43,Male,166,195.79,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,9,5,Split,Ages 41-50,180-200,5-15,12
287,37,Male,181,124.72,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 31-40,121-140,0,12
288,35,Male,173,192.49,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,41,3,Full Body,Ages 31-40,180-200,35-45,3
289,53,Male,172,97.86,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,30,4,Full Body,Ages 51-60,80-100,25-35,7
290,49,Male,172,180.55,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,11,3,Full Body,Ages 41-50,161-180,5-15,8
291,21,Male,167,104.23,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 18-30,101-120,0,8
292,50,Male,177,137.13,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 41-50,121-140,0,1
293,48,Male,186,186.37,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,22,5,Split,Ages 41-50,180-200,15-25,1
294,26,Male,186,148.06,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 18-30,141-160,0,10
295,30,Male,150,139.38,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,24,6,Split,Ages 18-30,121-140,15-25,12
296,49,Male,187,90.69,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 41-50,80-100,0,8
297,40,Male,174,140.94,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 31-40,121-140,0,1
298,39,Male,190,153.41,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 31-40,141-160,0,11
299,35,Male,174,155.56,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 31-40,141-160,0,11
300,56,Male,196,143.5,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 51-60,141-160,0,11
301,44,Male,176,179.21,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 41-50,161-180,0,1
302,43,Male,160,173.31,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,14,5,Split,Ages 41-50,161-180,5-15,1
303,41,Male,180,119.87,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 41-50,101-120,0,1
304,32,Male,198,81.95,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 31-40,80-100,0,10
305,53,Male,179,95.89,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 51-60,80-100,0,8
306,55,Male,171,87.29,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,41,6,Split,Ages 51-60,80-100,35-45,12
307,53,Male,166,190.99,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,46,2,Full Body,Ages 51-60,180-200,45-50,8
308,42,Male,191,109.65,Build Muscle,A/B 2 Day Workout Routine for Busy People,Beginner,0,2,Full Body,Ages 41-50,101-120,0,8
309,52,Male,155,114.34,Lose Fat,Livin' Lean: 8 Week Kick-Starter Fat Loss Workout,Beginner,0,4,Split,Ages 51-60,101-120,0,10
310,32,Male,176,97.76,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 31-40,80-100,0,8
311,25,Male,164,206.38,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,28,3,Full Body,Ages 18-30,200+,25-35,8
312,44,Male,183,110.86,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,16,4,Split,Ages 41-50,101-120,15-25,1
313,31,Male,183,96.65,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 31-40,80-100,0,11
314,28,Male,187,97.73,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,0,4,Split,Ages 18-30,80-100,0,1
315,25,Male,153,107.23,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 18-30,101-120,0,12
316,45,Male,198,113.12,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,12,4,Full Body,Ages 41-50,101-120,5-15,7
317,31,Male,174,172.07,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 31-40,161-180,0,1
318,30,Male,164,138.71,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 18-30,121-140,0,1
319,23,Male,157,201.75,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 18-30,200+,0,8
320,23,Male,195,168.68,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,19,3,Full Body,Ages 18-30,161-180,15-25,8
321,40,Male,171,96.8,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 31-40,80-100,0,7
322,45,Male,173,136.58,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,0,3,Full Body,Ages 41-50,121-140,0,8
323,51,Male,187,173.57,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,7,5,Split,Ages 51-60,161-180,5-15,12
324,47,Male,184,155.86,Build Muscle,3 Day Workout Routine and Diet for Beginners,Beginner,10,3,Full Body,Ages 41-50,141-160,5-15,8
325,40,Male,181,110.98,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,11,4,Full Body,Ages 31-40,101-120,5-15,7
326,53,Male,157,158.13,Build Muscle,Super Strength: 8 Week Strength Building Workout for Beginners,Beginner,0,6,Split,Ages 51-60,141-160,0,12
327,52,Male,193,101.6,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 51-60,101-120,0,1
328,59,Male,184,86.05,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,13,5,Split,Ages 51-60,80-100,5-15,1
329,40,Male,173,172.87,Build Muscle,Ultimate Workout to Develop a Dramatic V Taper,Beginner,47,5,Split,Ages 31-40,161-180,45-50,12
330,55,Male,162,158.0,Build Muscle,Dumbbell Only Workout: 5 Day Dumbbell Workout Split,Intermediate,0,5,Split,Ages 51-60,141-160,0,1
331,58,Male,176,199.51,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,25,4,Split,Ages 51-60,180-200,25-35,1
332,57,Male,167,179.55,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,37,5,Split,Ages 51-60,161-180,35-45,11
333,46,Male,167,159.51,Lose Fat,The Fat Incinerator: 8 Week Fat Burning Workout,Intermediate,0,5,Split,Ages 41-50,141-160,0,11
334,47,Male,162,146.9,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,0,5,Split,Ages 41-50,141-160,0,1
335,36,Male,162,107.38,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,8,4,Full Body,Ages 31-40,101-120,5-15,7
336,20,Male,162,190.81,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,0,4,Split,Ages 18-30,180-200,0,1
337,44,Male,154,186.81,Build Muscle,8 Week Mass Building Hypertrophy Workout,Intermediate,26,4,Split,Ages 41-50,180-200,25-35,1
338,40,Male,153,96.41,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,47,4,Full Body,Ages 31-40,80-100,45-50,7
339,51,Male,151,111.67,Build Muscle,8x8 Workout: Lean Muscle Gainz Workout,Intermediate,30,4,Split,Ages 51-60,101-120,25-35,1
340,58,Male,198,177.93,Lose Fat,12 Week Fat Destroyer: Complete Fat Loss Workout & Diet Program,Beginner,0,4,Full Body,Ages 51-60,161-180,0,7
341,19,Male,195,128.14,Lose Fat,Extreme Fat Loss: 6 Week Fat Loss Workout Plan,Intermediate,0,3,Full Body,Ages 18-30,121-140,0,3
342,30,Male,173,83.65,Build Muscle,M-F Workout Routine: 5 Day Body Part Split Workout,Intermediate,35,5,Split,Ages 18-30,80-100,35-45,1
